title,album,composer,spotify,youtube,artist
The Makings Of You,Album: ***CURTIS/LIVE***      Utgiven:  2000,Kompositör: Curtis Mayfield,https://play.spotify.com/track/1Mq4vRRox3bcruJA75M4D9,https://www.youtube.com/watch?v=rnXTcssDMNk,Curtis Mayfield
Sunshower,Album: ***DOCTOR BUZZARD'S ORIGINAL SAVANNAH BAND MEETS KING PENETT***      Utgiven:,Kompositör: Stony (2) Browder & August Darnell,https://play.spotify.com/track/5z8uIQXpfSkeogvEZxOXzJ,https://www.youtube.com/watch?v=MZnXgxODfHg,Doctor Buzzard's Original Savannah Band
Our Lives Are Shaped By What We Love,Album: ***MOTOWN'S MOWEST STORY 1971-1973***      Utgiven:  2011,Kompositör: C L R James,https://play.spotify.com/track/6uF3aECB81ZUgo9FpjGNUm,https://www.youtube.com/results?search_query=Odyssey%20Our%20Lives%20Are%20Shaped%20By%20What%20We%20Love,Odyssey
I Believe In Miracles,Album: ***I BELIEVE IN MIRACLES***      Utgiven:  2011,Kompositör: Mark Capanni & Bobby Taylor,https://play.spotify.com/track/2yXjbTKV40XLX2oCbyWz9k,https://www.youtube.com/watch?v=loF_zd6Ij0k,Mark Capanni
Cant Live Without You,Album: Can't Live Without You (Digital 45),Kompositör: Timothy Wright,https://play.spotify.com/track/6f2GneuFuWHGaP0BwUrwW2,https://www.youtube.com/watch?v=Da3R34KRFKE,Connie Laverne
I'll Always Love My Mama,Album: ***THE PHILLY SOUND (2)***      Utgiven:  1998,Kompositör: Kenny Gamble & Leon Huff & Gene Mcfadden & John Whitehead,https://play.spotify.com/track/6w78EYmzcbMPpgtBh7675D,https://www.youtube.com/watch?v=vTruKX9atnU,Intruders
Get Involved,Album: ***MUSIC FROM THE PJ'S***      Utgiven:  1999,Kompositör: Q-Tip & Raphael Saadiq,https://play.spotify.com/track/5nht2wx12p40zct5Blo51w,https://www.youtube.com/watch?v=YT0JmKJEflo,Raphael Saadiq & Q-Tip
All My Life,Album: ***ALL MY LIFE***      Utgiven:  2013,Kompositör: Okänd,https://play.spotify.com/track/3i3tY0iSYXL6TudsIfR2xI,https://www.youtube.com/watch?v=qtufV5hOJ00,Fluorescent Smogg
Heavy Love Affair,Album: ***SEEK AND YOU SHALL FIND: MORE OF THE BEST (1963-1981)***      Utgiven:  199,Kompositör: Marvin Gaye,https://play.spotify.com/track/6DN5mvO8m9P3RegjdaDChG,https://www.youtube.com/watch?v=IpJJiinggbw,Marvin Gaye
Karam Bani,"Album: Mr. Bongo Record Club, Vol. 1",Kompositör: Sidiku Buari,https://play.spotify.com/track/3Px2ghupFxs11OxJcPmgAZ,https://www.youtube.com/watch?v=0YYWiFoUbpQ,Sidiku Buari
Disco Dancer,Album: ***DISCO DANCER***      Utgiven:  2012,Kompositör: Kiki Gyan,https://play.spotify.com/track/1np1H7mh6iUZhdBhkh3QIo,https://www.youtube.com/watch?v=uf5UCFw-HzM,Kiki Gyan
Get Down Saturday Night,Album: ***GET DOWN SATURDAY NIGHT***      Utgiven:  2006,Kompositör: Oliver Cheatham & Kevin Mccord,https://play.spotify.com/track/2NHyfIeUIRucBcHhErA3pN,https://www.youtube.com/results?search_query=Oliver%20Cheatham%20Get%20Down%20Saturday%20Night,Oliver Cheatham
"I Want Your Love (Dimitri From Paris Remix), I Want Your Love",Album: ***THE CHIC ORGANIZATION 'SAVOIR FAIRE' (1)***      Utgiven:  2010,Kompositör: Bernard Edwards & Nile Rodgers,https://play.spotify.com/track/5nEsS9ir6h2dvS77epB1AF,https://www.youtube.com/watch?v=hjqPmqXy7nc,Chic
Walk On By,Album: Bridget Jones’s Baby (Original Motion Picture Soundtrack),Kompositör: Burt Bacharach,https://play.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm,https://www.youtube.com/watch?v=ijhL9Y7skQs,Dionne Warwick
Walk On By,,Kompositör: The Equatics & Burt Bacharach,,https://www.youtube.com/results?search_query=%20Walk%20On%20By,
Blackrock Yeah Yeah,"Album: ***Blackrock Yeah Yeah  - Single, 1972***",Kompositör: K Dudley & C Mcfaden & W Pettis & A Turner,https://play.spotify.com/track/0xOGev87hRaq01IoPxjdy1,https://www.youtube.com/results?search_query=Blackrock%20Blackrock%20Yeah%20Yeah,Blackrock
"Mr Hot Pants, Mister Hot Pants","Album: ***Miami Funk Volume 4, 2008***",Kompositör: Okänd Upphovsman,https://play.spotify.com/track/34UWy1dYYWpTeBccslqyDU,"https://www.youtube.com/results?search_query=The%20Believers%20Mr%20Hot%20Pants,%20Mister%20Hot%20Pants",The Believers
I'm A Good Woman,Album: ***A GOOD WOMAN***      Utgiven:  2011,Kompositör: Barbara Linda Ozen,https://play.spotify.com/track/66vDBjvjz2YvSF9yJ9JnC5,https://www.youtube.com/watch?v=AzmwZo2mBGU,Barbara Lynn
Brother Where Are You,Album: ***BROTHER WHERE ARE YOU***      Utgiven:  2009,Kompositör: Oscar (2) Brown,https://play.spotify.com/track/6Ql2dW0eSnaDiSuZregiyF,https://www.youtube.com/results?search_query=Freddy%20Cole%20Brother%20Where%20Are%20You,Freddy Cole
O' Baby I Believe I'm Losing You,Album: ***NEW GENIUS OF THE BLUES/MORE HEAVY SOUL***      Utgiven:  1998,Kompositör: Billy Hawks,,https://www.youtube.com/results?search_query=Billy%20Hawks%20%26%20Maynard%20Parker%20%26%20Henry%20Terrell%20O'%20Baby%20I%20Believe%20I'm%20Losing%20You,Billy Hawks & Maynard Parker & Henry Terrell
Work song,"Album: The Best of ""The Colpix Years""",Kompositör: Nat Adderley,https://play.spotify.com/track/3scHKvIMnzYTzGB2OKh0SY,https://www.youtube.com/watch?v=yfQNdwgvJMw,Nina Simone
As Long As I Have You,Album: ***WHAT'S HAPPENING...***      Utgiven:  2002,Kompositör: Bob Elgin & Jerry Ragovoy,https://play.spotify.com/track/4DRb1U1KCTCTKYdT557S2S,https://www.youtube.com/results?search_query=Garnet%20Mimms%20As%20Long%20As%20I%20Have%20You,Garnet Mimms
She's a Bad Girl,Album: Bad Girl,,https://play.spotify.com/track/1OFvunk7BA5I6avnqDGK5P,https://www.youtube.com/watch?v=Ol9tqqu35-Y,Lee Moses
Bad Girl,Album: ***TIME AND PLACE***      Utgiven:  2007,Kompositör: Fears & Lee Moses,https://play.spotify.com/track/40pYuefz0g1RQNKR3MXio8,https://www.youtube.com/results?search_query=Lee%20Moses%20Bad%20Girl,Lee Moses
Wahoo Wahoo Wahoo,Album: ***WAHOO WAHOO WAHOO***      Utgiven:  2013,Kompositör: Wayne Carter,https://play.spotify.com/track/4lFp99tRmWbb7jN5jOAE8B,https://www.youtube.com/watch?v=YFSeolrmc5M,Wayne Carter
Crying Time,Album: ***BLACKOUT***      Utgiven:  2006,Kompositör: Ronnie Marks & Mongo Santamaria,https://play.spotify.com/track/3nBcKj4hO09lOHrJ6oozEq,https://www.youtube.com/watch?v=OyM7QJbzxYY,Monguito Santamaria & Ronnie Marks
Rat Race,Album: ***EL BARRIO - SOUNDS FROM THE SPANISH HARLEM STREETS***      Utgiven:  2007,Kompositör: H Hendricks,https://play.spotify.com/track/3jVvhkSWft5pNsYNCa3gyx,https://www.youtube.com/results?search_query=Ralfi%20Pagan%20Rat%20Race,Ralfi Pagan
Let Me Do My Thing,Album: ***PANAMA***      Utgiven:  2006,Kompositör: Ralph Weeks,https://play.spotify.com/track/03sNZYTDJMK6LatY5rC6RL,https://www.youtube.com/watch?v=2eTedzLsByU,Ralph Weeks & Los Dinamicos
Too Late,Album: ***CHICANO POWER***      Utgiven:  1998,Kompositör: Carlos Mejia & Black Sugar & Apdayc & Victor Salazar,https://play.spotify.com/track/668le5VopGNPKtL8GDV0ua,https://www.youtube.com/watch?v=KBK4DLWfKuI,Black Sugar
Baby Do That Thing,,Kompositör: Bernard Broomer & James Bishop & Norman Harris,https://play.spotify.com/track/0zjBGMPPfyagWvt5GShzx8,https://www.youtube.com/results?search_query=Honey%20%26%20The%20Bees%20Baby%20Do%20That%20Thing,Honey & The Bees
Sweet Songs,Album: ***SWEET SONGS***      Utgiven:  1976,Kompositör: Cyril Leslie Fabio & Sarah Webster Fabio,https://play.spotify.com/track/3dZ2a5xzfC826Gda6fmAM8,https://www.youtube.com/watch?v=UCGbyu27dbY,Sarah Webster Fabio & Thomas Albert Fabio
A Message Especially From God,Album: Good God! Apocryphal Hymns,Kompositör: Robert Vanderbilt,https://play.spotify.com/track/4249vcLtyuBm5MjtnYA2os,https://www.youtube.com/watch?v=je6iqqoTQf8,Robert Vanderbilt & The Foundation Of Souls
Hot Music,Album: ***THE REBIRTH OF COOL (1)***      Utgiven:  1991,Kompositör: Pal Joey,https://play.spotify.com/track/6ImSj6g73AT2Z3F35q0x6l,https://www.youtube.com/results?search_query=Soho%20Hot%20Music,Soho
Good Life,Album: ***COOL TRIBUTES (2)***      Utgiven:  2008,Kompositör: P Grey & R Holmon & A Saunderson & K Saunderson,,https://www.youtube.com/results?search_query=Kaori%20%26%20Thomas%20Schumacher%20Good%20Life,Kaori & Thomas Schumacher
Heart Don't Stand A Chance,,Kompositör: Anderson .Paak,https://play.spotify.com/track/5dnAki4SIAcedhAPdF5l2h,https://www.youtube.com/results?search_query=Anderson%20.Paak%20Heart%20Don't%20Stand%20A%20Chance,Anderson .Paak
Missing You,Album: Ego Death Bonus Tracks,Kompositör: Patrick Paige & Sydney Bennett & Matthew Martin,https://play.spotify.com/track/2wpIImsIxXpYonnrGr0CdW,https://www.youtube.com/results?search_query=The%20Internet%20Missing%20You,The Internet
Crush,"Album: ***Chapters, 2016***",Kompositör: Mac Robins & Brian Warfield & Yuna Zarai,https://play.spotify.com/track/4B7mIPbmqaGoAcfP1laJ8r,https://www.youtube.com/watch?v=9SGHPQ2FVm8,Yuna & Usher
Redbone,"Album: ***Awaken, My Love, 2016***",Kompositör: Ludwig Goransson & Donald Glover,https://play.spotify.com/track/2Uvy6SkNqxvnH1W68dymxG,https://www.youtube.com/watch?v=Kp7eSUU9oy8,Childish Gambino
Hold The Drums,Album: Don't Smoke Rock,Kompositör: Pete Rock & Sean Pompey,https://play.spotify.com/track/3eUY7vulBeXwb0CfsWzU4J,https://www.youtube.com/watch?v=BOlr4cqt3x4,"Smoke Dza & Royce Da 5'9"" & Pete Rock"
Untitled L 08 09 06 2014,"Album: ***untitled unmastered, 2016***",Kompositör: K Duckworth,https://play.spotify.com/track/1OChTe0OBYR1OQSFIdoWq9,https://www.youtube.com/results?search_query=Kendrick%20Lamar%20Untitled%20L%2008%2009%2006%202014,Kendrick Lamar
"Turnin' Me Up, Turning Me Up","Album: ***In My Mind, 2016***",Kompositör: David Haddon & Jarius Mozee & Bryan Sledge & Richard Sledge,https://play.spotify.com/track/0FZTAm6OyJoAzAtLAsH0f9,https://www.youtube.com/watch?v=4WvOMEmCS8I,Bj The Chicago Kid
Hard To Choose,Album: Beauty And The Beast - EP,Kompositör: Okänd,https://play.spotify.com/track/5vyv00xVZPnmtpgxSNegUD,https://www.youtube.com/watch?v=L_tyknmZhFs,Rapsody
"Pink + White, Pink And White","Album: ***Blonde, 2016***",Kompositör: Christopher Breaux,,"https://www.youtube.com/results?search_query=Frank%20Ocean%20%26%20Beyonc%c3%a9%20Pink%20%20%20White,%20Pink%20And%20White",Frank Ocean & Beyoncé
99,"Album: ***Twice, 2014***",Kompositör: Hollie Cook & Barthelemy Corbelet & Yoann Le Dantec & Mike Pelanconi,https://play.spotify.com/track/0ZkSEVvP9SWIRdZUkZUghH,https://www.youtube.com/watch?v=EzMTCR8Z1ho,Hollie Cook
Remember The Rain,Album: ***Remember the Rain - Single***,Kompositör: Marvin Smith,https://play.spotify.com/track/3bPlMzfHJMYqdAC80NLPTb,https://www.youtube.com/watch?v=TfKMxGwUPkM,Kadhja Bonet
Cranes In The Sky,"Album: ***A Seat at the Table, 2016***",Kompositör: Solange Knowles & Raphael Saadiq,https://play.spotify.com/track/48EjSdYh8wz2gBxxqzrsLe,https://www.youtube.com/results?search_query=Solange%20Knowles%20Cranes%20In%20The%20Sky,Solange Knowles
