title,album,composer,spotify,youtube,artist
Everybody Loves The Sunshine,Album: ***COME INTO KNOWLEDGE***      Utgiven:  2007,Kompositör: Roy Ayers,https://play.spotify.com/track/3AGCMNPPx5O820KVYV0AJ1,https://www.youtube.com/results?search_query=Ramp%20Everybody%20Loves%20The%20Sunshine,Ramp
In The Mood,Album: ***IN THE MOOD***      Utgiven:  2006,Kompositör: Darryl Ellis & Ruben Locke & Paul Richmond,https://play.spotify.com/track/2xTxA63pJHWi4VNnMCWaT3,https://www.youtube.com/results?search_query=Tyrone%20Davis%20In%20The%20Mood,Tyrone Davis
The Sly The Slick And The Wicked,Album: ***SOULFUL STUFF***      Utgiven:  1988,Kompositör: Larry Brownlee & Lowrell Simon,https://play.spotify.com/track/68pKYkH6J2bnD3DTFzMrwV,https://www.youtube.com/results?search_query=Lost%20Generation%20The%20Sly%20The%20Slick%20And%20The%20Wicked,Lost Generation
Woman's Gotta Have It,Album: ***UNDERSTANDING***      Utgiven:  1990,Kompositör: Darryl Carter & Bobby Womack & Linda Womack,,https://www.youtube.com/results?search_query=Bobby%20Womack%20Woman's%20Gotta%20Have%20It,Bobby Womack
Don't Fight My Love,"Album: ***ANGEL***      Utgiven:  2010, ***JASS-AY-LAY-DEE***      Utgiven:",Kompositör: William Beck & Leroy Bonner & Marshall Jones & Ralph Middlebrooks & Marvin Pierce & Clarence Satchell & James Williams,https://play.spotify.com/track/5xEAgttqvHIT40kYSt4n8U,https://www.youtube.com/results?search_query=Ohio%20Players%20Don't%20Fight%20My%20Love,Ohio Players
What's A Telephone Bill,Album: ***AHH... THE NAME IS BOOTSY BABY***      Utgiven:  2009,Kompositör: George Clinton & William Bootsy Collins & Gary Cooper,,https://www.youtube.com/results?search_query=Bootsy's%20Rubber%20Band%20What's%20A%20Telephone%20Bill,Bootsy's Rubber Band
The Memory,Album: ***UBIQUITY VIBRATIONS***      Utgiven:  2008,Kompositör: William Allen & Roy Ayers & Edwin Birdsong,https://play.spotify.com/track/4IWqC9tZ2u9r8u9FiaxKm5,https://www.youtube.com/results?search_query=Roy%20Ayers%20The%20Memory,Roy Ayers
"Risin' To The Top, Rising To The Top",Album: ***SAMPLED (4)***      Utgiven:  2003,Kompositör: Keni Burke & Allan Felder,,"https://www.youtube.com/results?search_query=Keni%20Burke%20Risin'%20To%20The%20Top,%20Rising%20To%20The%20Top",Keni Burke
"Love No Limit (Remix Version) Love No Limit,",Album: ***LOVE NO LIMIT (REMIX VERSION)***      Utgiven:  1993,Kompositör: Dave Hall & Gordon G Love,,"https://www.youtube.com/results?search_query=Mary%20J%20Blige%20%26%20Kid%20Capri%20Love%20No%20Limit%20(Remix%20Version)%20Love%20No%20Limit,",Mary J Blige & Kid Capri
Don't Walk Away,Album: Don't Walk Away,Kompositör: Benford/Spearman,https://play.spotify.com/track/7tsRp7QKUBp6hc9bth0h7x,https://www.youtube.com/results?search_query=Jade%20Don't%20Walk%20Away,Jade
Love Thang,Album: ***INTRO***      Utgiven:  1993,Kompositör: Eddie Ferrell & Nevelle Hodge & Kenny Greene,,https://www.youtube.com/results?search_query=Intro%20Love%20Thang,Intro
"I'm In Luv, I'm In Love",Album: ***NEW JACK SWING - MASTERCUTS (4)***      Utgiven:  1995,Kompositör: Allen Brian & J Dibbs & D Terry,,"https://www.youtube.com/results?search_query=Joe%20%26%20Darkman%20I'm%20In%20Luv,%20I'm%20In%20Love",Joe & Darkman
Roses Are Red,Album: ***ROSES ARE RED***      Utgiven:  1988,Kompositör: Babyface & L A Reid,,https://www.youtube.com/results?search_query=Mac%20Band%20%26%20The%20Mccampbell%20Brothers%20Roses%20Are%20Red,Mac Band & The Mccampbell Brothers
Every Little Step,Album: Don't Be Cruel,Kompositör: Babyface/L.A. Reid,https://play.spotify.com/track/3PAYDLeC1RxDIbzi9hZYne,https://www.youtube.com/results?search_query=Bobby%20Brown%20Every%20Little%20Step,Bobby Brown
Anything,Album: ***NEW JACK SWING - MASTERCUTS (4)***      Utgiven:  1995,Kompositör: Brian Alexander Morgan,https://play.spotify.com/track/4IJuJUFUJfuUuVMJEvvGhS,https://www.youtube.com/results?search_query=Swv%20%26%20Wu%20Tang%20Clan%20Anything,Swv & Wu Tang Clan
"High Power Rap, High Powered Rap",Album: ***HIGH POWER RAP***      Utgiven:  2009,Kompositör: Dj Darryl C & The Crash Crew,,"https://www.youtube.com/results?search_query=The%20Crash%20Crew%20High%20Power%20Rap,%20High%20Powered%20Rap",The Crash Crew
Get Up And Dance,Album: ***GET UP AND DANCE***      Utgiven:  1979,Kompositör: T Armstrong & R Smith,https://play.spotify.com/track/0jrhLbMQsRKtVoZ8Ocfq5D,https://www.youtube.com/results?search_query=Freedom%20Get%20Up%20And%20Dance,Freedom
I Got A Man,,Kompositör: JOHNSON/MILLER/Positive K/BAUTISTA,,https://www.youtube.com/results?search_query=Positive%20K%20I%20Got%20A%20Man,Positive K
Rescue Me,Album: ***RESCUE ME***      Utgiven:  2006,Kompositör: Roland Bautista & Byron Miller & Janice Marie Johnson,,https://www.youtube.com/results?search_query=A%20Taste%20Of%20Honey%20Rescue%20Me,A Taste Of Honey
I'll Be Good To You,Album: ***STOMP***      Utgiven:  1990,Kompositör: George Johnson & Louis Johnson & Senora Sam,https://play.spotify.com/track/1hRRypCWLgGtGITwtxmuZT,https://www.youtube.com/results?search_query=The%20Brothers%20Johnson%20I'll%20Be%20Good%20To%20You,The Brothers Johnson
Strawberry Letter 23,,,,https://www.youtube.com/results?search_query=Brothers%20Johnson%20Strawberry%20Letter%2023,Brothers Johnson
Billie Jean,Album: Thriller,Kompositör: Michael Jackson,https://play.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,https://www.youtube.com/watch?v=Zi_XLOBDo_Y,Michael Jackson
I Keep Forgettin' (Every Time You'Re Near),,,,https://www.youtube.com/results?search_query=Michael%20McDonald%20I%20Keep%20Forgettin'%20(Every%20Time%20You'Re%20Near),Michael McDonald
Regulate,,,https://play.spotify.com/track/68pWLkspLFIfIPPtzyTkQy,https://www.youtube.com/results?search_query=Warren%20G%20%26%20Nate%20Dogg%20Regulate,Warren G & Nate Dogg
You Know How We Do It,Album: ***LETHAL INJECTION***      Utgiven:  1993,Kompositör: Ice Cube & Qd (3),https://play.spotify.com/track/3jFTsobEff1Cz8DlIAisYY,https://www.youtube.com/results?search_query=Ice%20Cube%20You%20Know%20How%20We%20Do%20It,Ice Cube
The Show Is Over,Album: ***THE SHOW IS OVER***      Utgiven:  1977,Kompositör: Theodore Life & Dexter Wansel,https://play.spotify.com/track/2O1s2lEtBrfZD2zYI8B2t4,https://www.youtube.com/results?search_query=Evelyn%20King%20The%20Show%20Is%20Over,Evelyn King
Devotion,Album: ***OPEN OUR EYES***      Utgiven:  2001,Kompositör: Philip Bailey & Maurice White,https://play.spotify.com/track/2RH61BqMEeRjfND7MQBWHU,https://www.youtube.com/results?search_query=Earth%20Wind%20%26%20Fire%20Devotion,Earth Wind & Fire
My Life,Album: ***HONEY/CONTRADICTION***      Utgiven:  2007,Kompositör: William Beck & Leroy Bonner & Marshall Jones & Ralph Middlebrooks & Marvin Pierce & Clarence Satchell & James Williams,https://play.spotify.com/track/0D497taI9rRY4mR66qVyYz,https://www.youtube.com/results?search_query=Ohio%20Players%20My%20Life,Ohio Players
Crazy You,Album: ***FOR YOU***      Utgiven:  1987,Kompositör: Prince,,https://www.youtube.com/results?search_query=Prince%20Crazy%20You,Prince
Little Red Corvette,,,https://play.spotify.com/track/4iozhXt27eMl39W5z7R8H6,https://www.youtube.com/results?search_query=Prince%20Little%20Red%20Corvette,Prince
"17 Days, Seventeen Days",Album: ***THE B-SIDES***      Utgiven:  1993,Kompositör: Prince,,"https://www.youtube.com/results?search_query=Prince%20%26%20The%20Revolution%2017%20Days,%20Seventeen%20Days",Prince & The Revolution
I Wanna Be Your Lover,Album: ***PRINCE***      Utgiven:  2009,Kompositör: Prince,https://play.spotify.com/track/7AQzaF0R7bq1EThuWUKaEu,https://www.youtube.com/results?search_query=Prince%20I%20Wanna%20Be%20Your%20Lover,Prince
If I Was Your Girlfriend,Album: ***SIGN O' THE TIMES***      Utgiven:  1987,Kompositör: Prince,https://play.spotify.com/track/6yK7QgE4H7dIzHa9EV4FKL,https://www.youtube.com/results?search_query=Prince%20If%20I%20Was%20Your%20Girlfriend,Prince
Love Hangover,Album: ***LOVE HANGOVER***      Utgiven:  2008,Kompositör: Okänd,,https://www.youtube.com/results?search_query=Horace%20Andy%20Love%20Hangover,Horace Andy
Nice And Easy,Album: ***HURT SO GOOD***      Utgiven:  2003,Kompositör: Lee Perry,https://play.spotify.com/track/7CuZpFzocC9qS7lR9xnKdr,https://www.youtube.com/results?search_query=Susan%20Cadogan%20Nice%20And%20Easy,Susan Cadogan
Sabebe,Album: ***CEDRIC 'IM BROOKS & THE LIGHT OF SABA***      Utgiven:  2003,Kompositör: Phillip Whyte,,https://www.youtube.com/results?search_query=Cedric%20'Im%20Brooks%20Sabebe,Cedric 'Im Brooks
The Message,Album: ***GOT TO GET YOUR OWN (SOME RARE GROOVES)***      Utgiven:  1991,Kompositör: Patrick Patterson & Steve Scipio,https://play.spotify.com/track/1cSn7YyTn523mnxtOZXRYA,https://www.youtube.com/results?search_query=Cymande%20The%20Message,Cymande
"Joggin', Jogging","Album: ***TOUGHER THAN TOUGH***      Utgiven:  1993, ***THE STORY OF JAMAICAN MUSIC (",Kompositör: Freddie Mcgregor,,"https://www.youtube.com/results?search_query=Freddie%20Mcgregor%20Joggin',%20Jogging",Freddie Mcgregor
Love Has Found It's Way,Album: ***LOVE HAS FOUND IT'S WAY***      Utgiven:  1982,Kompositör: Dennis Brown & Yvonne Brown,https://play.spotify.com/track/7Cath8omoBLKCr6lkVIcuu,https://www.youtube.com/results?search_query=Dennis%20Brown%20Love%20Has%20Found%20It's%20Way,Dennis Brown
African Woman,,,https://play.spotify.com/track/46YlqYSswqI71ranPiLOkS,https://www.youtube.com/results?search_query=Third%20World%20African%20Woman,Third World
The First Time Ever I Saw Your Face,Album: ***PUT A LITTLE LOVE IN YOUR HEART***      Utgiven:  1993,Kompositör: Ewan Maccoll,,https://www.youtube.com/results?search_query=Marcia%20Griffiths%20The%20First%20Time%20Ever%20I%20Saw%20Your%20Face,Marcia Griffiths
