title,album,composer,spotify,youtube,artist
You Never Come Closer,Album: ***PREGNANT RAINBOWS FOR COLOURBLIND DREAMERS***      Utgiven:  2007,Kompositör: Berndt Egerbladh & Francis Cowan,,https://www.youtube.com/results?search_query=Doris%20Svensson%20%26%20Berndt%20Egerbladh%20%26%20Bengan%20Carlsson%20%26%20Lucas%20Lindholm%20%26%20Janne%20Carlsson%20You%20Never%20Come%20Closer,Doris Svensson & Berndt Egerbladh & Bengan Carlsson & Lucas Lindholm & Janne Carlsson
"Prowlin', Prowling",,Kompositör: The Whitefield Brothers,,"https://www.youtube.com/results?search_query=The%20Whitefield%20Brothers%20Prowlin',%20Prowling",The Whitefield Brothers
Red Black And Green,Album: ***A SHINING SYMBOL***      Utgiven:  1993,Kompositör: Roy Ayers & Edwin Birdsong & Roselle Weaver,https://play.spotify.com/track/0pgydfd9XjUfpdKF1LTdYI,https://www.youtube.com/results?search_query=Roy%20Ayers%20Red%20Black%20And%20Green,Roy Ayers
Raise The Flag,Album: ***THE REBIRTH OF COOL (1)***      Utgiven:  1991,Kompositör: Jason Hunter,,https://www.youtube.com/results?search_query=X-Clan%20Raise%20The%20Flag,X-Clan
"Grand Verbalizer, What Time Is It ?",Album: ***TO THE EAST BLACKWARDS***      Utgiven:  1990,Kompositör: Jason Hunter,https://play.spotify.com/track/0oneSCzG5IpOHvHERz9gT1,"https://www.youtube.com/results?search_query=X-Clan%20Grand%20Verbalizer,%20What%20Time%20Is%20It%20?",X-Clan
School Boy Crush,Album: ***PICKIN UP THE PIECES***      Utgiven:  1992,Kompositör: Alan Gorrie & Stephen Ferrone & Hamish Stuart & White,https://play.spotify.com/track/6kMAks5yWvOerqcsYbZs19,https://www.youtube.com/results?search_query=Average%20White%20Band%20School%20Boy%20Crush,Average White Band
Ramon's Desire,Album: ***RAMON'S DESIRE***      Utgiven:  2010,Kompositör: Okänd,https://play.spotify.com/track/27mOWaXk9PGMzCTpGJ20FW,https://www.youtube.com/results?search_query=Francisco%20Aguabella%20Ramon's%20Desire,Francisco Aguabella
El Mensaje,Album: ***PANAMA***      Utgiven:  2006,Kompositör: Cymande,,https://www.youtube.com/results?search_query=Ernie%20King%20%26%20Los%20Fabulosos%20Festivals%20El%20Mensaje,Ernie King & Los Fabulosos Festivals
Crying Time,Album: ***THE SOUL OF SPANISH HARLEM***      Utgiven:  2008,Kompositör: Ronnie Marks & Monguito Santamaria,,https://www.youtube.com/results?search_query=Monguito%20Santamaria%20Crying%20Time,Monguito Santamaria
Rat Race,Album: ***EL BARRIO - SOUNDS FROM THE SPANISH HARLEM STREETS***      Utgiven:  2007,Kompositör: H Hendricks,https://play.spotify.com/track/3jVvhkSWft5pNsYNCa3gyx,https://www.youtube.com/results?search_query=Ralfi%20Pagan%20Rat%20Race,Ralfi Pagan
The Bottle,Album: ***WINTER IN AMERICA***      Utgiven:  1992,Kompositör: Gil Scott-Heron,,https://www.youtube.com/results?search_query=Gil%20Scott-Heron%20%26%20Brian%20Jackson%20%26%20Danny%20Bowens%20%26%20Bob%20Adams%20The%20Bottle,Gil Scott-Heron & Brian Jackson & Danny Bowens & Bob Adams
Matrix,Album: ***MATRIX***      Utgiven:  1970,Kompositör: Mike Longo,,https://www.youtube.com/results?search_query=Dizzy%20Gillespie%20Matrix,Dizzy Gillespie
Water No Get Enemy,"Album: ***EXPENSIVE SHIT***      Utgiven:  1999, ***HE MISS ROAD***      Utgiven:",Kompositör: Fela Anikulapo-Kuti,,https://www.youtube.com/results?search_query=Fela%20Anikulapo-Kuti%20Water%20No%20Get%20Enemy,Fela Anikulapo-Kuti
Stars In Your Eyes,Album: ***MONSTER***      Utgiven:  1980,Kompositör: L Capuano & Gavin Christopher & Herbie Hancock & Ray (2) Parker,,https://www.youtube.com/results?search_query=Gavin%20Christopher%20%26%20Herbie%20Hancock%20%26%20Ray%20(2)%20Parker%20%26%20Wah%20Wah%20Watson%20%26%20Freddie%20Washington%20%26%20Alphonse%20Mouzon%20%26%20Sheila%20Escovedo%20%26%20The%20Waters%20Stars%20In%20Your%20Eyes,Gavin Christopher & Herbie Hancock & Ray (2) Parker & Wah Wah Watson & Freddie Washington & Alphonse Mouzon & Sheila Escovedo & The Waters
Let The Dollar Circulate,,,https://play.spotify.com/track/3ihmJ6AKx2BC6vWhx25eaH,https://www.youtube.com/results?search_query=Billy%20Paul%20Let%20The%20Dollar%20Circulate,Billy Paul
Inner City Blues,Album: ***INNER CITY BLUES***      Utgiven:  2008,Kompositör: Marvin Gaye & James Nyx,,https://www.youtube.com/results?search_query=Grover%20(2)%20Washington%20Inner%20City%20Blues,Grover (2) Washington
Get Out Of My Way,Album: ***BROASTED OR FRIED***      Utgiven:  2000,Kompositör: Ric Desilva,,https://www.youtube.com/results?search_query=Ric%20Desilva%20%26%20Joe%20Torres%20Get%20Out%20Of%20My%20Way,Ric Desilva & Joe Torres
A Love Of Your Own,Album: ***PICKIN UP THE PIECES***      Utgiven:  1992,Kompositör: Ned Doheny & Hamish Stuart,https://play.spotify.com/track/5upwNsMu7JEZWUhumVJbPT,https://www.youtube.com/results?search_query=Average%20White%20Band%20A%20Love%20Of%20Your%20Own,Average White Band
