title,album,composer,spotify,youtube,artist
Jah Light It Right,Album: ***CEDRIC 'IM BROOKS & THE LIGHT OF SABA***      Utgiven:  2003,Kompositör: The Light Of Saba,https://play.spotify.com/track/5xVAw5wyQ0voVb0TwxMa26,https://www.youtube.com/results?search_query=Cedric%20'Im%20Brooks%20Jah%20Light%20It%20Right,Cedric 'Im Brooks
I Walk Alone,Album: ***This Is Marijata***,Kompositör: Marijata,https://play.spotify.com/track/6sVm6ik1mXyXlDFexORZpQ,https://www.youtube.com/results?search_query=Marijata%20I%20Walk%20Alone,Marijata
Leaving This Planet,Album: ***LEAVING THIS PLANET***      Utgiven:  1993,Kompositör: Charles Earland,,https://www.youtube.com/results?search_query=Charles%20Earland%20%26%20Rudy%20Copeland%20%26%20Freddie%20Hubbard%20%26%20Joe%20Henderson%20Leaving%20This%20Planet,Charles Earland & Rudy Copeland & Freddie Hubbard & Joe Henderson
Monotonia,,Kompositör: Giovanni Tommaso,,https://www.youtube.com/results?search_query=Valdambrini%20Basso%20Sextet%20%20|%20Valdambrini%20Basso%20Sextet%20Monotonia,Valdambrini Basso Sextet  | Valdambrini Basso Sextet
Safari Strut,Album: ***Earthology***,Kompositör: J Whitfield,,https://www.youtube.com/results?search_query=The%20Whitefield%20Brothers%20Safari%20Strut,The Whitefield Brothers
Funkier Than A Mosquito's Tweeter,"Album: ***EMERGENCY WARD***      Utgiven:  2002, ***IT IS FINISHED***      Utgiven:",Kompositör: Bullock,https://play.spotify.com/track/5wBi26umb4oxXLmpJ32BWV,https://www.youtube.com/results?search_query=Nina%20Simone%20Funkier%20Than%20A%20Mosquito's%20Tweeter,Nina Simone
There's A Light,,Kompositör: Shirley Ann Lee,https://play.spotify.com/track/6wApZx1bRkk7p6G1QwFLU6,https://www.youtube.com/results?search_query=Shirley%20Ann%20Lee%20There's%20A%20Light,Shirley Ann Lee
O' Baby I Believe I'm Losing You,Album: ***NEW GENIUS OF THE BLUES/MORE HEAVY SOUL***      Utgiven:  1998,Kompositör: Billy Hawks,,https://www.youtube.com/results?search_query=Billy%20Hawks%20%26%20Maynard%20Parker%20%26%20Henry%20Terrell%20O'%20Baby%20I%20Believe%20I'm%20Losing%20You,Billy Hawks & Maynard Parker & Henry Terrell
She's A Bad Girl,Album: ***TIME AND PLACE***      Utgiven:  2007,Kompositör: Fears & Lee Moses,https://play.spotify.com/track/40pYuefz0g1RQNKR3MXio8,https://www.youtube.com/results?search_query=Lee%20Moses%20She's%20A%20Bad%20Girl,Lee Moses
Date With The Rain,Album: ***EDDIE KENDRICKS - THE ULTIMATE COLLECTION***      Utgiven:  1998,Kompositör: Bobby Miller,,https://www.youtube.com/results?search_query=Eddie%20Kendricks%20Date%20With%20The%20Rain,Eddie Kendricks
"My Woman's Good To Me, My Woman Is Good To Me",Album: ***TELL IT LIKE IT IS***      Utgiven:  1994,Kompositör: Billy Sherrill & Glenn Sutton,,"https://www.youtube.com/results?search_query=George%20Benson%20My%20Woman's%20Good%20To%20Me,%20My%20Woman%20Is%20Good%20To%20Me",George Benson
Let's Wade In The Water,Album: ***SWEETER THAN THE DAY BEFORE***      Utgiven:  1992,Kompositör: Magid & Marlena Shaw,https://play.spotify.com/track/0l2CjLs5IuME1bZeRfNSrm,https://www.youtube.com/results?search_query=Marlena%20Shaw%20Let's%20Wade%20In%20The%20Water,Marlena Shaw
Wade In The Water,Album: ***THE GREATEST HITS OF RAMSEY LEWIS***      Utgiven:  1987,Kompositör: Ramsey Lewis,,https://www.youtube.com/results?search_query=Ramsey%20Lewis%20%26%20Richard%20Evans%20Wade%20In%20The%20Water,Ramsey Lewis & Richard Evans
Tell Me A Tale,Album: ***HOME AGAIN***      Utgiven:  2012,Kompositör: Michael Kiwanuka,https://play.spotify.com/track/6GQQz48swxNlRrhflWmd2q,https://www.youtube.com/results?search_query=Michael%20Kiwanuka%20Tell%20Me%20A%20Tale,Michael Kiwanuka
Stalemate,"Album: ***STALEMATE***      Utgiven:  1999, ***FEAR NOT FOR MAN***      Utgiven:",Kompositör: Fela Anikulapo-Kuti,,https://www.youtube.com/results?search_query=Fela%20Anikulapo-Kuti%20Stalemate,Fela Anikulapo-Kuti
In Time,Album: ***FRESH***      Utgiven:  1973,Kompositör: Sylvester Stewart,,https://www.youtube.com/results?search_query=Sly%20%26%20The%20Family%20Stone%20In%20Time,Sly & The Family Stone
Testify (Original Version),,Kompositör: Clinton George | Daron Taylor,,https://www.youtube.com/results?search_query=Parliament%20Testify%20(Original%20Version),Parliament
I Get Lifted,"Album: ***Rock Your Baby, 1974***",Kompositör: H W Casey & Richard Finch,,https://www.youtube.com/results?search_query=George%20Mccrae%20I%20Get%20Lifted,George Mccrae
Let Me Do My Thing,Album: ***PANAMA***      Utgiven:  2006,Kompositör: Ralph Weeks,https://play.spotify.com/track/03sNZYTDJMK6LatY5rC6RL,https://www.youtube.com/results?search_query=Ralph%20Weeks%20%26%20Los%20Dinamicos%20Let%20Me%20Do%20My%20Thing,Ralph Weeks & Los Dinamicos
Rat Race,Album: ***EL BARRIO - SOUNDS FROM THE SPANISH HARLEM STREETS***      Utgiven:  2007,Kompositör: H Hendricks,https://play.spotify.com/track/3jVvhkSWft5pNsYNCa3gyx,https://www.youtube.com/results?search_query=Ralfi%20Pagan%20Rat%20Race,Ralfi Pagan
Kono Samourai,,Kompositör: Daniel Vangarde,https://play.spotify.com/track/1zs2cc3xtGpXtcrqTbBlnc,https://www.youtube.com/results?search_query=Yamasuki%20Singers%20Kono%20Samourai,Yamasuki Singers
The Healer,Album: New Amerykah,Kompositör: Erykah Badu | Madlib  | Otis Jackson,,https://www.youtube.com/results?search_query=Erykah%20Badu%20The%20Healer,Erykah Badu
Number One,,Kompositör: Tuxedo,https://play.spotify.com/track/3YVEzOeInPo53AhZDlaRIf,https://www.youtube.com/results?search_query=Tuxedo%20Number%20One,Tuxedo
In Common,,Kompositör: BILLY/Carlo Montagnese/Taylor Parks,https://play.spotify.com/track/2y292SsIKqyBnII5TZuhv7,https://www.youtube.com/results?search_query=Alicia%20Keys%20In%20Common,Alicia Keys
Malmö State of Mind,,Kompositör: Mats Norman,,https://www.youtube.com/results?search_query=Herbert%20Munkhammar%20%26%20Michel%20Dida%20Malm%c3%b6%20State%20of%20Mind,Herbert Munkhammar & Michel Dida
"90% Of Me Is You, Ninety Per Cent Of Me Is You",Album: ***ON THE FLOOR AT THE BOUTIQUE***      Utgiven:  2000,Kompositör: Clarence Reid,,"https://www.youtube.com/results?search_query=Gwen%20Mccrae%2090%%20Of%20Me%20Is%20You,%20Ninety%20Per%20Cent%20Of%20Me%20Is%20You",Gwen Mccrae
