title,album,composer,spotify,youtube,artist
Starless And Bible Black,Album: ***IMPRESSED 2 WITH GILLES PETERSON***      Utgiven:  2004,Kompositör: Stan Tracey,,https://www.youtube.com/results?search_query=Bobby%20Wellins%20%26%20Stan%20Tracey%20%26%20Jeff%20Clyne%20%26%20Jackie%20Dougan%20Starless%20And%20Bible%20Black,Bobby Wellins & Stan Tracey & Jeff Clyne & Jackie Dougan
Get Involved,"Album: ***Good God Apocryphal Hymns, 2013***",Kompositör: Jonah Thompson,https://play.spotify.com/track/3PvYgqiNFmI3tpaQNhZUTW,https://www.youtube.com/results?search_query=Jonah%20Thompson%20Get%20Involved,Jonah Thompson
You Can Win,,Kompositör: Timothy Harrison & Elijah Williams,https://play.spotify.com/track/7k6phfGndOSCfL4TZRtLft,https://www.youtube.com/results?search_query=Bileo%20You%20Can%20Win,Bileo
Red Black And Green,Album: ***A SHINING SYMBOL***      Utgiven:  1993,Kompositör: Roy Ayers & Edwin Birdsong & Roselle Weaver,https://play.spotify.com/track/0pgydfd9XjUfpdKF1LTdYI,https://www.youtube.com/results?search_query=Roy%20Ayers%20Red%20Black%20And%20Green,Roy Ayers
The American Promise,Album: ***COME INTO KNOWLEDGE***      Utgiven:  2007,Kompositör: Roy Ayers & Edwin Birdsong,https://play.spotify.com/track/4VEGATEkKe8srwxCYu6UPT,https://www.youtube.com/results?search_query=Ramp%20The%20American%20Promise,Ramp
"Luv 'N' Haight, Love And Hate",Album: ***THERE'S A RIOT GOIN' ON***      Utgiven:  2007,Kompositör: Sylvester Stewart,https://play.spotify.com/track/4Phj7Zce9seBEAaqiyK12r,"https://www.youtube.com/results?search_query=Sly%20%26%20The%20Family%20Stone%20Luv%20'N'%20Haight,%20Love%20And%20Hate",Sly & The Family Stone
"Got To Get'cha, Got To Getcha, Got To Get You",Album: ***SPIRIT OF FUNK***      Utgiven:  2000,Kompositör: All The Kings Men & Maceo Parker,,"https://www.youtube.com/results?search_query=Maceo%20Parker%20Got%20To%20Get'cha,%20Got%20To%20Getcha,%20Got%20To%20Get%20You",Maceo Parker
It' S All Because She' S Gone,Album: ***RCA Studio B Sessions 1971***,Kompositör: Stephen Allen Davis,,https://www.youtube.com/results?search_query=Steve%20Davis%20It'%20S%20All%20Because%20She'%20S%20Gone,Steve Davis
The Planet,"Album: ***Hard to Earn, 2016***",Kompositör: Keith Elam & Chris Martin,https://play.spotify.com/track/0LSTnUDlhMZMTBNUojhLJn,https://www.youtube.com/results?search_query=Gang%20Starr%20The%20Planet,Gang Starr
Mister Kenyatta,Album: ***THE BEST OF LEE MORGAN***      Utgiven:  1988,Kompositör: Lee Morgan,,https://www.youtube.com/results?search_query=Lee%20Morgan%20%26%20Wayne%20Shorter%20%26%20Grant%20Green%20%26%20Herbie%20Hancock%20%26%20Butch%20Warren%20%26%20Billy%20Higgins%20Mister%20Kenyatta,Lee Morgan & Wayne Shorter & Grant Green & Herbie Hancock & Butch Warren & Billy Higgins
99,"Album: ***Twice, 2014***",Kompositör: Hollie Cook & Barthelemy Corbelet & Yoann Le Dantec & Mike Pelanconi,https://play.spotify.com/track/0ZkSEVvP9SWIRdZUkZUghH,https://www.youtube.com/results?search_query=Hollie%20Cook%2099,Hollie Cook
Strangers (Version),Album: ***Strangers Single***,Kompositör: Okänd,https://play.spotify.com/track/2FGjsBBEqYCGs6Rf3ncc9l,https://www.youtube.com/results?search_query=Courtney%20John%20Strangers%20(Version),Courtney John
No Leadership,"Album: ***Anonymous In Dub, 2016***",Kompositör: Dougie Conscious,https://play.spotify.com/track/5aWSCGVUcwKHPdaWPSePip,https://www.youtube.com/results?search_query=Dougie%20Conscious%20No%20Leadership,Dougie Conscious
"Sidewalk Doctor, Side Walk Doctor",Album: ***STUDIO ONE SCORCHER (2)***      Utgiven:  2006,Kompositör: Jackie Mittoo,,"https://www.youtube.com/results?search_query=Vin%20Gordon%20Sidewalk%20Doctor,%20Side%20Walk%20Doctor",Vin Gordon
Woman Of The Ghetto,Album: ***MIDNIGHT CONFESSION***      Utgiven:  2000,Kompositör: Richard Evans & Bobby Miller & Marlena Shaw,https://play.spotify.com/track/409FyVOu3Q82YWz9gaOCMW,https://www.youtube.com/results?search_query=Phyllis%20Dillon%20Woman%20Of%20The%20Ghetto,Phyllis Dillon
Woman Of The Ghetto,Album: ***LISTEN WHITEY - THE SOUNDS OF BLACK POWER 1967 - 1974***      Utgiven:  201,Kompositör: Richard Evans & Robert Miller & Marlena Shaw,,https://www.youtube.com/results?search_query=Marlena%20Shaw%20%26%20George%20Gaffney%20%26%20Ed%20Boyer%20%26%20Harold%20Jones%20Woman%20Of%20The%20Ghetto,Marlena Shaw & George Gaffney & Ed Boyer & Harold Jones
The Vulture,Album: ***THE VULTURE***      Utgiven:  2003,Kompositör: Labi Siffre,https://play.spotify.com/track/3tBc6zaW5ojbpgKAn3iCL2,https://www.youtube.com/results?search_query=Labi%20Siffre%20The%20Vulture,Labi Siffre
Ordinary Joe,Album: ***SOULBOY - JOE MCCAIN'S MIX TAPE***      Utgiven:  2010,Kompositör: Terry Callier,https://play.spotify.com/track/6AkGkimvrVzVe8Btgy0FRL,https://www.youtube.com/results?search_query=Terry%20Callier%20Ordinary%20Joe,Terry Callier
Would You Believe In Me,Album: ***RARE GROOVE (THE MASTERS SERIES)***      Utgiven:  2009,Kompositör: Jon Lucien,https://play.spotify.com/track/6vyQ16BaJD028xZbJY5bUO,https://www.youtube.com/results?search_query=Jon%20Lucien%20Would%20You%20Believe%20In%20Me,Jon Lucien
Love Song,Album: ***Beach Diggin Vol. 1***,Kompositör: Okänd,https://play.spotify.com/track/1XIoI5Pqj7SYL0xPPC0zNZ,https://www.youtube.com/results?search_query=Joe%20Cruz%20%26%20The%20Cruzettes%20Love%20Song,Joe Cruz & The Cruzettes
You've Been Gone Too Long,Album: ***YOU'RE GONNA MISS ME***      Utgiven:  1993,Kompositör: Ann Sexton Burton & Melvin Burton & David Lee,https://play.spotify.com/track/0cQ2MWtwt4EJbnzUjScSWo,https://www.youtube.com/results?search_query=Ann%20Sexton%20You've%20Been%20Gone%20Too%20Long,Ann Sexton
The Right To Love You,Album: ***HANNIBALISM***      Utgiven:  2001,Kompositör: James T Shaw,https://play.spotify.com/track/7sE2eFdfs36HGPrZe1BHmm,https://www.youtube.com/results?search_query=The%20Mighty%20Hannibal%20The%20Right%20To%20Love%20You,The Mighty Hannibal
Romantic Attitude,,Kompositör: John Fitch,https://play.spotify.com/track/6XvkldCTvjolBz2mSPWP47,https://www.youtube.com/results?search_query=John%20Fitch%20Romantic%20Attitude,John Fitch
You've Got Me Floating,Album: ***AXIS BOLD AS LOVE***      Utgiven:  1997,Kompositör: Jimi Hendrix,,https://www.youtube.com/results?search_query=Jimi%20Hendrix%20You've%20Got%20Me%20Floating,Jimi Hendrix
Bad Trip,Album: ***BAD TRIP***      Utgiven:  1972,Kompositör: Mcdaniel Kay & Cornelia Redmond,https://play.spotify.com/track/1EqidB6D9n8im3sYTACNIo,https://www.youtube.com/results?search_query=Bo%20Diddley%20Bad%20Trip,Bo Diddley
Sport,Album: ***THE VERY BEST OF***      Utgiven:  2005,Kompositör: Lightnin' Rod,https://play.spotify.com/track/0qMipvRrUpGHtuKEGrdo9j,https://www.youtube.com/results?search_query=Lightnin'%20Rod%20Sport,Lightnin' Rod
Love,"Album: ***NEW AMERYKAH (2)***      Utgiven:  2010, ***RETURN OF THE ANKH***      Utgi",Kompositör: J Yancey & Erykah Badu,https://play.spotify.com/track/14A9yQxz4hjMUeBSYCUOLP,https://www.youtube.com/results?search_query=Erykah%20Badu%20Love,Erykah Badu
Butterfly,,Kompositör: Herbie Hancock & Bennie Maupin,https://play.spotify.com/track/6ZaM4razZrm53D05cQqBYK,https://www.youtube.com/results?search_query=Robert%20Glasper%20Butterfly,Robert Glasper
Untitled 06 L 06 30 2014,"Album: ***untitled unremastered, 2016***",Kompositör: Thomas Callaway & Kendrick Duckworth & Muhammad Jones & Ali Shaheed & Adrian Young,,https://www.youtube.com/results?search_query=Kendrick%20Lamar%20Untitled%2006%20L%2006%2030%202014,Kendrick Lamar
Locked In Closets,Album: ***TRUE***      Utgiven:  2012,Kompositör: Solange Knowles & Dev Hynes,https://play.spotify.com/track/69VljgatI1lIY399X4G3Wv,https://www.youtube.com/results?search_query=Solange%20Knowles%20Locked%20In%20Closets,Solange Knowles
The Girl,,Kompositör: Sydney Bennett & Christian Jones & Kevin Celestin,,https://www.youtube.com/results?search_query=The%20Internet%20%26%20Kaytranada%20The%20Girl,The Internet & Kaytranada
Kill Your Mama,Album: Here,Kompositör: Alicia Keys,https://play.spotify.com/track/3h6REaoQnSAn0tQleNo3Qp,https://www.youtube.com/results?search_query=Alicia%20Keys%20Kill%20Your%20Mama,Alicia Keys
Joy And Peace,,Kompositör: Lonnie Rashid Lynn & Emmanuel Riggins & Derek Schulman & Kerry Minnear & Bilal Oliver,https://play.spotify.com/track/3vfJjqTpYjku1VqTvR6kMl,https://www.youtube.com/results?search_query=Common%20%26%20Bilal%20Joy%20And%20Peace,Common & Bilal
Dis Generation,"Album: We got it from here..Thank you 4 your service, 2016",Kompositör: Kamaal Fareed,https://play.spotify.com/track/2Pp3QD3thPnk2kCxmu2MHK,https://www.youtube.com/results?search_query=A%20Tribe%20Called%20Quest%20Dis%20Generation,A Tribe Called Quest
Suede,,Kompositör: Okänd,https://play.spotify.com/track/7Jm9uQM7vX1C3j2TErgPdt,https://www.youtube.com/results?search_query=Nxworries%20Suede,Nxworries
The Bottle,Album: ***BLAX IS BACK***      Utgiven:  1999,Kompositör: Gil Scott-Heron,https://play.spotify.com/track/0lxDL4c5xQQJskltQigwl0,https://www.youtube.com/results?search_query=Gil%20Scott-Heron%20The%20Bottle,Gil Scott-Heron
Lover,Album: ***THE '69 LOS ANGELES SESSIONS***      Utgiven:  1993,Kompositör: Fela Anikulapo-Kuti,,https://www.youtube.com/results?search_query=Fela%20Anikulapo-Kuti%20Lover,Fela Anikulapo-Kuti
Herb Man Dub,Album: ***200 % DYNAMITE***      Utgiven:  1999,Kompositör: Okänd,,https://www.youtube.com/results?search_query=The%20Skatalites%20Herb%20Man%20Dub,The Skatalites
Man From Tanganyika,"Album: ***Tender Moments, 2004***",Kompositör: Mccoy Tyner,https://play.spotify.com/track/32I3CJX3WtI8JiNdN1Kt23,https://www.youtube.com/results?search_query=Mccoy%20Tyner%20%26%20Mccoy%20Tyner%20Man%20From%20Tanganyika,Mccoy Tyner & Mccoy Tyner
